
time;ax;ay;az;wx;wy;wz;
24,451305;-0,1322;-0,6772;0,1784;-0,0046;-0,0296;0,0281;
24,552381;0,3601;-0,5325;1,2788;-0,0009;0,0767;0,0489;
24,654419;0,3858;0,0353;1,7586;0,1042;0,0559;0,0831;
24,754655;0,3294;-0,4389;0,5692;-0,0095;-0,0272;-0,0037;
24,854608;0,5197;0,0471;0,2431;-0,0351;0,0315;-0,0623;
24,954913;0,6689;-1,3710;-0,4054;-0,0290;-0,0308;-0,0501;
25,054833;0,3452;0,2415;1,0234;0,0211;0,0327;0,0134;
25,155284;-0,1680;-1,3655;-0,3547;0,0003;-0,0296;0,0550;
25,255451;0,3894;-1,0122;0,7025;0,1408;0,0412;-0,0134;
25,356472;0,6058;0,3383;1,1040;0,0834;0,0229;-0,0244;
25,456042;0,6582;0,6960;0,2908;-0,0009;0,0034;-0,0648;
25,556509;1,2481;0,6862;0,7307;0,0162;0,0449;-0,0159;
25,656344;-0,1044;0,3087;0,7133;-0,0229;0,0608;0,1014;
25,757150;0,5880;0,3009;0,0726;0,0113;0,0046;-0,0672;
25,856997;0,3803;-0,6940;-0,2676;0,0382;-0,0113;-0,0195;
25,956962;-0,0242;-0,2306;-0,0638;0,0394;-0,0076;-0,0061;
26,057215;-0,0374;0,2999;0,6426;0,0736;0,0144;0,0122;
26,157011;0,9648;0,0826;0,7247;-0,0644;0,0473;0,0024;
26,257300;0,1257;0,6052;1,1076;-0,0400;0,0070;0,0574;
26,357437;0,1094;-0,0212;0,1354;-0,1182;-0,0003;0,0574;
26,458041;0,7410;0,0603;0,9838;0,0516;0,0693;0,0953;
26,558120;0,4748;0,5715;2,1896;-0,0180;0,0070;-0,0073;
26,658384;1,1345;0,6617;1,3308;-0,0009;0,0547;-0,0122;
26,758614;1,0447;0,5342;0,3166;-0,0412;0,0046;-0,0599;
26,858868;0,2500;0,4057;0,7255;0,0492;-0,0333;-0,0110;
26,958893;0,7640;-0,4186;1,0080;0,0467;-0,0003;-0,0037;
27,059290;0,6549;0,3671;1,3157;0,0015;0,0229;0,0012;
27,159462;0,3881;0,4391;1,4910;-0,0144;-0,0272;-0,0000;
27,259608;0,9059;0,3993;1,2732;-0,0217;0,0718;0,0684;
27,359847;0,1336;-0,3424;0,5868;-0,0156;-0,0321;-0,0342;
27,460064;-0,0545;-0,3656;0,1944;0,0455;-0,0370;-0,0086;
27,560175;0,0267;0,2153;1,2344;0,0773;0,0363;0,0574;
27,662010;-0,2738;0,7061;1,3366;0,0883;-0,0003;0,0672;
27,762325;-0,5973;-0,5384;-0,6465;0,0272;-0,0137;-0,0073;
27,862549;0,9261;0,3940;0,5795;0,1286;0,0596;-0,1026;
27,962481;-0,4447;2,9074;-0,0823;0,1225;-0,0247;0,0049;
28,062577;-0,1895;0,2293;-1,2964;0,2166;0,0608;-0,0733;
28,162811;-0,8604;-2,0019;-2,7099;0,0858;0,0522;-0,0733;
28,262912;-0,9314;-2,0400;-2,9233;-0,0498;-0,0272;-0,0476;
28,363208;-0,4289;-0,2684;-2,0779;-0,1536;-0,0235;-0,0843;
28,463422;-0,6560;0,4661;-1,7218;-0,6106;-0,0125;0,1918;
28,563764;-0,7157;1,2421;-0,8683;-0,3968;-0,0076;0,2602;
28,663782;1,1365;3,7586;2,6324;0,0614;-0,0602;0,0831;
28,764308;-0,2747;0,3279;0,3823;0,2373;0,0290;-0,0831;
28,864150;-0,6604;-1,5788;-2,1760;0,2092;0,0596;-0,1319;
28,964556;-1,2589;-0,2936;-1,8955;0,1469;0,0205;-0,0770;
29,064260;-1,4486;0,5185;-1,7405;0,1396;0,0192;-0,0428;
29,164646;-1,1667;1,3336;-0,4673;0,0199;0,0156;0,0489;
29,264779;-0,4709;3,0654;-2,3208;-0,1158;0,0412;0,0415;
29,364692;-0,5859;0,5545;-2,4151;-0,1182;-0,0223;-0,0476;
29,464757;-1,1235;0,3873;-1,6206;-0,0254;0,0058;-0,0000;
29,565209;-1,7417;0,7823;-1,4210;0,0589;0,0535;0,0709;
29,665697;-0,6465;1,0738;-1,5400;0,1213;0,0486;-0,0330;
29,765626;-0,7568;-0,2448;-2,9813;0,0040;0,0144;-0,0269;
29,866242;-0,8790;1,5327;-1,4812;0,0467;0,0327;0,0305;
29,966265;-1,1879;1,1830;-1,9523;-0,0559;-0,0541;-0,0134;
30,066503;-1,0460;1,2173;-1,2537;0,0113;0,0742;0,0623;
30,166597;-0,9059;0,8164;-1,4098;0,0076;-0,0199;0,0110;
30,267502;-0,8137;0,9468;-1,9961;-0,0192;0,0131;-0,0452;
30,366722;-0,2973;1,0693;-1,5076;0,0272;0,0559;-0,0183;
30,466658;-0,8158;0,5602;-0,9971;0,0211;0,0315;0,0208;
30,566812;-1,1393;0,4562;-1,0198;0,0553;-0,0089;0,0342;
30,668276;-0,6439;0,7255;-1,0737;0,0089;-0,0321;-0,0134;
30,767577;-0,0476;0,5598;-0,7660;-0,0192;0,0168;-0,0086;
30,868229;-0,9432;0,0331;-0,5274;0,0089;-0,0382;0,0330;
30,968169;-0,2584;0,4554;-0,3538;-0,0278;-0,0284;0,0061;
31,068516;-0,6025;-0,7241;-0,2795;-0,0168;0,0119;0,0415;
31,168554;0,0221;-0,3343;-0,4185;0,0089;0,0351;0,0147;
31,268516;0,0185;-0,3430;-0,2519;0,0333;-0,0113;0,0024;
31,369191;-0,0337;-0,8678;-0,8674;-0,0657;-0,0455;-0,0086;
31,470691;-0,6642;-0,5513;-0,3816;0,0321;-0,0064;0,0464;
31,570114;-0,1551;-0,3205;-0,8062;-0,0461;-0,0565;-0,0318;
