
time;ax;ay;az;wx;wy;wz;
22,436451;-0,7089;0,2926;-0,6167;0,0272;0,1153;0,0735;
22,537583;-0,5089;0,5752;0,0571;0,0467;0,1520;0,0661;
22,638587;-0,5143;0,1560;-0,5155;0,0345;0,1202;0,0539;
22,738947;-0,2715;0,3670;-0,2059;0,0333;0,1666;0,0698;
22,840411;-0,1892;0,2188;-0,0788;0,0761;0,2253;0,0808;
22,941425;-0,5096;1,3088;0,7444;0,0846;0,2301;0,1113;
23,042371;-0,8420;1,6182;-0,1188;0,0761;0,2338;0,0588;
23,143031;-0,9962;-1,8699;-2,3782;-0,0461;0,2082;0,0515;
23,243171;-1,0558;1,8604;1,2711;0,1139;0,3914;0,1907;
23,344053;-0,7034;-1,8629;-2,1038;-0,0987;0,2582;0,0466;
23,444373;-1,3650;2,2896;1,9227;0,1335;0,4562;0,2359;
23,545281;-1,0487;-2,2993;-2,4088;-0,0706;0,3157;0,0539;
23,646038;-1,5187;-0,5032;-0,7006;0,0052;0,3768;0,2689;
23,746019;-1,6770;0,6416;0,6740;0,1005;0,4782;0,2885;
23,846284;-1,5931;1,4359;0,5616;0,1323;0,4635;0,1516;
23,946391;-0,5544;0,4351;-1,2900;-0,0302;0,4525;0,0845;
24,046861;-0,8143;-0,1899;-1,9347;-0,0266;0,4476;0,0368;
24,147326;-1,4348;0,1739;0,0057;0,0504;0,5649;0,0612;
24,248571;-3,2507;-1,1004;-0,3863;-0,0706;0,5906;0,1785;
24,348701;-2,4232;-2,3338;-1,2114;-0,1023;0,4611;0,2799;
24,449844;-0,6424;-0,1023;-0,7217;0,1017;0,6333;0,0783;
24,550215;-3,0556;-0,5683;-0,8126;-0,0302;0,5246;0,2812;
24,650236;-1,6970;1,5302;2,2165;-0,0131;0,5392;0,3312;
24,750663;-2,1181;-1,3829;-1,7417;0,0101;0,5087;0,2408;
24,851689;-0,6259;1,2004;-0,0923;0,1151;0,5478;0,2017;
24,953100;-1,3772;-0,3003;-1,5094;0,0211;0,4305;0,1932;
25,053660;-0,6878;-0,1437;-0,7854;-0,0779;0,4342;0,1834;
25,154052;-0,9576;-1,5010;-0,6616;-0,0730;0,4134;0,2311;
25,253766;-1,8605;0,5733;0,4297;-0,0046;0,2925;0,3386;
25,354251;0,1195;-0,0406;-0,4465;-0,0754;0,2033;0,0600;
25,455173;0,8309;0,5855;0,7611;0,2605;0,1654;0,0392;
25,556089;-1,0274;0,1837;-0,7566;0,0980;0,1434;-0,0206;
